timestamp_ms,raw_adc,emg_voltage_V,rms_V,ratio,state
5383,819,0.0127973,0.0131382,1.01699,rest
5386,850,0.0132817,0.0131454,1.01755,rest
5389,853,0.0133285,0.0131546,1.01826,rest
5391,842,0.0131567,0.0131547,1.01827,rest
5394,839,0.0131098,0.0131524,1.0181,rest
5397,844,0.0131879,0.0131542,1.01823,rest
5399,829,0.0129535,0.0131443,1.01746,rest
5402,851,0.0132973,0.013152,1.01806,rest
5405,843,0.0131723,0.013153,1.01814,rest
5407,838,0.0130942,0.01315,1.01791,rest
5410,831,0.0129848,0.0131418,1.01727,rest
5413,840,0.0131254,0.013141,1.01721,rest
5416,856,0.0133754,0.0131528,1.01813,rest
5418,843,0.0131723,0.0131538,1.0182,rest
5421,838,0.0130942,0.0131508,1.01797,rest
5424,841,0.013141,0.0131503,1.01793,rest
5427,827,0.0129223,0.013139,1.01706,rest
5430,836,0.0130629,0.0131352,1.01676,rest
5433,842,0.0131567,0.0131363,1.01685,rest
5435,843,0.0131723,0.0131381,1.01699,rest
5438,837,0.0130785,0.0131351,1.01676,rest
5441,841,0.013141,0.0131354,1.01678,rest
5444,814,0.0127191,0.0131149,1.01519,rest
5446,848,0.0132504,0.0131217,1.01572,rest
5449,843,0.0131723,0.0131243,1.01591,rest
5452,845,0.0132035,0.0131282,1.01622,rest
5455,838,0.0130942,0.0131265,1.01609,rest
5460,847,0.0132348,0.013132,1.01651,rest
5463,829,0.0129535,0.0131231,1.01583,rest
5466,835,0.0130473,0.0131193,1.01553,rest
5468,840,0.0131254,0.0131196,1.01556,rest
5471,857,0.013391,0.0131333,1.01662,rest
5473,838,0.0130942,0.0131314,1.01647,rest
5477,837,0.0130785,0.0131287,1.01626,rest
5479,848,0.0132504,0.0131348,1.01673,rest
5482,851,0.0132973,0.013143,1.01737,rest
5485,863,0.0134848,0.0131603,1.01871,rest
5487,849,0.013266,0.0131656,1.01912,rest
5491,833,0.013016,0.0131582,1.01854,rest
5494,844,0.0131879,0.0131597,1.01866,rest
5497,845,0.0132035,0.0131619,1.01883,rest
5500,834,0.0130316,0.0131554,1.01832,rest
5502,859,0.0134223,0.0131689,1.01937,rest
5505,858,0.0134067,0.0131808,1.0203,rest
5507,818,0.0127816,0.0131612,1.01877,rest
5510,828,0.0129379,0.0131501,1.01792,rest
5513,855,0.0133598,0.0131607,1.01873,rest
5516,826,0.0129066,0.0131481,1.01776,rest
5518,844,0.0131879,0.0131501,1.01791,rest
5521,853,0.0133285,0.0131591,1.01861,rest
5524,842,0.0131567,0.0131589,1.0186,rest
5527,844,0.0131879,0.0131604,1.01871,rest
5529,862,0.0134692,0.013176,1.01992,rest
5532,842,0.0131567,0.013175,1.01984,rest
5535,828,0.0129379,0.0131633,1.01893,rest
5537,858,0.0134067,0.0131755,1.01988,rest
5540,858,0.0134067,0.0131872,1.02079,rest
